2020-06-01 00:00:00;ip-172-20-34-112.ec2.internal;17.9;2345.6;4254.1;55063.4;187012.7
2020-06-01 00:00:00;ip-172-20-47-204.ec2.internal;0.0;0.0;767.3;285878.5;499882.9
2020-06-01 00:00:00;ip-172-20-57-215.ec2.internal;10.7;1407.4;3012.8;204565.1;412137.4
2020-06-01 00:00:00;ip-172-20-58-169.ec2.internal;10.7;1407.4;3012.8;204565.1;412137.4
2020-06-01 00:10:00;ip-172-20-34-112.ec2.internal;32.6;2540.0;4364.5;59335.8;187578.0
2020-06-01 00:10:00;ip-172-20-47-204.ec2.internal;0.0;0.0;1401.1;295019.2;499882.9
2020-06-01 00:10:00;ip-172-20-57-215.ec2.internal;19.6;1524.0;3459.4;212613.0;412476.5
2020-06-01 00:10:00;ip-172-20-58-169.ec2.internal;19.6;1524.0;3459.4;212613.0;412476.5
2020-06-01 00:20:00;ip-172-20-34-112.ec2.internal;196.1;2682.8;4395.4;61525.8;188112.1
2020-06-01 00:20:00;ip-172-20-47-204.ec2.internal;0.0;0.0;2251.8;304093.1;499882.9
2020-06-01 00:20:00;ip-172-20-57-215.ec2.internal;117.7;1609.7;3988.3;219371.3;412797.0
2020-06-01 00:20:00;ip-172-20-58-169.ec2.internal;117.7;1609.7;3988.3;219371.3;412797.0
2020-06-01 00:30:00;ip-172-20-34-112.ec2.internal;383.0;2420.2;4054.7;62286.5;188391.0
2020-06-01 00:30:00;ip-172-20-47-204.ec2.internal;0.0;0.0;3319.3;313100.3;499882.9
2020-06-01 00:30:00;ip-172-20-57-215.ec2.internal;229.8;1452.1;4424.4;225232.1;412964.3
2020-06-01 00:30:00;ip-172-20-58-169.ec2.internal;229.8;1452.1;4424.4;225232.1;412964.3
2020-06-01 00:40:00;ip-172-20-34-112.ec2.internal;538.1;1894.6;3570.4;63437.8;188656.1
2020-06-01 00:40:00;ip-172-20-47-204.ec2.internal;0.0;0.0;4603.7;321990.7;499882.9
2020-06-01 00:40:00;ip-172-20-57-215.ec2.internal;322.9;1136.8;4904.5;231257.1;413123.4
2020-06-01 00:40:00;ip-172-20-58-169.ec2.internal;322.9;1136.8;4904.5;231257.1;413123.4
2020-06-01 00:50:00;ip-172-20-34-112.ec2.internal;597.9;1397.2;3055.3;63803.5;188656.1
2020-06-01 00:50:00;ip-172-20-47-204.ec2.internal;0.0;0.0;6138.2;330781.1;499882.9
2020-06-01 00:50:00;ip-172-20-57-215.ec2.internal;358.7;838.3;5516.1;236750.8;413123.4
2020-06-01 00:50:00;ip-172-20-58-169.ec2.internal;358.7;838.3;5516.1;236750.8;413123.4
2020-06-01 01:00:00;ip-172-20-34-112.ec2.internal;597.9;841.7;2557.8;66457.4;188656.1
2020-06-01 01:00:00;ip-172-20-47-204.ec2.internal;0.0;0.0;7923.0;339454.7;499882.9
2020-06-01 01:00:00;ip-172-20-57-215.ec2.internal;358.7;505.0;6288.5;243547.3;413123.4
2020-06-01 01:00:00;ip-172-20-58-169.ec2.internal;358.7;505.0;6288.5;243547.3;413123.4
