ts_now;ts_simulator;node;consumption;production
2021-12-20 21:39:42;2020-08-01 12:00:00;ip-172-20-45-201.ec2.internal;168;
2021-12-20 21:39:42;2020-08-01 12:00:00;ip-172-20-49-41.ec2.internal;125;5144.3
2021-12-20 21:39:42;2020-08-01 12:00:00;ip-172-20-58-134.ec2.internal;154;8473.4
2021-12-20 21:39:42;2020-08-01 12:00:00;ip-172-20-61-178.ec2.internal;168;100.4
2021-12-20 21:39:47;2020-08-01 12:00:00;ip-172-20-45-201.ec2.internal;168;
2021-12-20 21:39:47;2020-08-01 12:00:00;ip-172-20-49-41.ec2.internal;125;5144.3
2021-12-20 21:39:47;2020-08-01 12:00:00;ip-172-20-58-134.ec2.internal;154;8473.4
2021-12-20 21:39:47;2020-08-01 12:00:00;ip-172-20-61-178.ec2.internal;168;100.4
2021-12-20 21:39:53;2020-08-01 07:50:00;ip-172-20-45-201.ec2.internal;162;
2021-12-20 21:39:53;2020-08-01 07:50:00;ip-172-20-49-41.ec2.internal;104;3163.3
2021-12-20 21:39:53;2020-08-01 07:50:00;ip-172-20-58-134.ec2.internal;157;5104.1
2021-12-20 21:39:53;2020-08-01 07:50:00;ip-172-20-61-178.ec2.internal;176;168.1
2021-12-20 21:39:59;2020-08-01 07:50:00;ip-172-20-45-201.ec2.internal;162;
2021-12-20 21:39:59;2020-08-01 07:50:00;ip-172-20-49-41.ec2.internal;104;3163.3
2021-12-20 21:39:59;2020-08-01 07:50:00;ip-172-20-58-134.ec2.internal;157;5104.1
2021-12-20 21:39:59;2020-08-01 07:50:00;ip-172-20-61-178.ec2.internal;176;168.1
2021-12-20 21:40:04;2020-08-01 07:50:00;ip-172-20-45-201.ec2.internal;185;
2021-12-20 21:40:04;2020-08-01 07:50:00;ip-172-20-49-41.ec2.internal;148;3163.3
2021-12-20 21:40:04;2020-08-01 07:50:00;ip-172-20-58-134.ec2.internal;167;5104.1
2021-12-20 21:40:04;2020-08-01 07:50:00;ip-172-20-61-178.ec2.internal;227;168.1
2021-12-20 21:40:10;2020-08-01 07:50:00;ip-172-20-45-201.ec2.internal;185;
2021-12-20 21:40:10;2020-08-01 07:50:00;ip-172-20-49-41.ec2.internal;148;3163.3
