ts_now;ts_simulator;node;consumption;production
2021-12-20 22:36:49;2020-08-01 12:00:00;ip-172-20-45-201.ec2.internal;140;
2021-12-20 22:36:49;2020-08-01 12:00:00;ip-172-20-49-41.ec2.internal;113;5144.3
2021-12-20 22:36:49;2020-08-01 12:00:00;ip-172-20-58-134.ec2.internal;130;8473.4
2021-12-20 22:36:49;2020-08-01 12:00:00;ip-172-20-61-178.ec2.internal;167;100.4
2021-12-20 22:36:54;2020-08-01 12:00:00;ip-172-20-45-201.ec2.internal;140;
2021-12-20 22:36:54;2020-08-01 12:00:00;ip-172-20-49-41.ec2.internal;113;5144.3
2021-12-20 22:36:54;2020-08-01 12:00:00;ip-172-20-58-134.ec2.internal;130;8473.4
2021-12-20 22:36:54;2020-08-01 12:00:00;ip-172-20-61-178.ec2.internal;167;100.4
2021-12-20 22:37:00;2020-04-04 15:50:00;ip-172-20-45-201.ec2.internal;140;
2021-12-20 22:37:00;2020-04-04 15:50:00;ip-172-20-49-41.ec2.internal;113;1970.4
2021-12-20 22:37:00;2020-04-04 15:50:00;ip-172-20-58-134.ec2.internal;130;2985.7
2021-12-20 22:37:00;2020-04-04 15:50:00;ip-172-20-61-178.ec2.internal;167;298.3
2021-12-20 22:37:06;2020-04-04 15:50:00;ip-172-20-45-201.ec2.internal;161;
2021-12-20 22:37:06;2020-04-04 15:50:00;ip-172-20-49-41.ec2.internal;134;1970.4
2021-12-20 22:37:06;2020-04-04 15:50:00;ip-172-20-58-134.ec2.internal;164;2985.7
2021-12-20 22:37:06;2020-04-04 15:50:00;ip-172-20-61-178.ec2.internal;196;298.3
2021-12-20 22:37:11;2020-04-04 15:50:00;ip-172-20-45-201.ec2.internal;161;
2021-12-20 22:37:11;2020-04-04 15:50:00;ip-172-20-49-41.ec2.internal;134;1970.4
2021-12-20 22:37:11;2020-04-04 15:50:00;ip-172-20-58-134.ec2.internal;164;2985.7
2021-12-20 22:37:11;2020-04-04 15:50:00;ip-172-20-61-178.ec2.internal;196;298.3
2021-12-20 22:37:17;2020-04-04 15:50:00;ip-172-20-45-201.ec2.internal;161;
2021-12-20 22:37:17;2020-04-04 15:50:00;ip-172-20-49-41.ec2.internal;134;1970.4
2021-12-20 22:37:17;2020-04-04 15:50:00;ip-172-20-58-134.ec2.internal;164;2985.7
2021-12-20 22:37:17;2020-04-04 15:50:00;ip-172-20-61-178.ec2.internal;196;298.3
2021-12-20 22:37:22;2020-04-04 15:50:00;ip-172-20-45-201.ec2.internal;144;
2021-12-20 22:37:22;2020-04-04 15:50:00;ip-172-20-49-41.ec2.internal;109;1970.4
